104052 silly lifecycle stream-combiner2@1.0.2~preinstall: no script for preinstall, continuing
106999 verbose linkMans miller-rabin@4.0.0
107000 silly gentlyRm /home/francesco/blog/node_modules/.bin/miller-rabin is being purged
107001 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/miller-rabin
107002 silly build mime@1.2.4
107003 info linkStuff mime@1.2.4
107004 silly linkStuff mime@1.2.4 has /home/francesco/blog/node_modules as its parent node_modules
107005 verbose linkBins mime@1.2.4
107006 verbose linkMans mime@1.2.4
107007 silly build connect@1.9.2
107008 info linkStuff connect@1.9.2
107009 silly linkStuff connect@1.9.2 has /home/francesco/blog/node_modules/express/node_modules as its parent node_modules
107010 verbose linkBins connect@1.9.2
107011 verbose linkMans connect@1.9.2
107012 silly build express@2.5.11
107013 info linkStuff express@2.5.11
107014 silly linkStuff express@2.5.11 has /home/francesco/blog/node_modules as its parent node_modules
107015 verbose linkBins express@2.5.11
107016 verbose link bins [ { express: './bin/express' },
107016 verbose link bins   '/home/francesco/blog/node_modules/.bin',
107016 verbose link bins   false ]
107017 verbose linkMans express@2.5.11
107018 silly gentlyRm /home/francesco/blog/node_modules/.bin/express is being purged
107019 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/express
107020 silly build mime-db@1.23.0
107021 info linkStuff mime-db@1.23.0
107022 silly linkStuff mime-db@1.23.0 has /home/francesco/blog/node_modules as its parent node_modules
107023 verbose linkBins mime-db@1.23.0
107024 verbose linkMans mime-db@1.23.0
107025 silly build mime-types@2.1.11
107026 info linkStuff mime-types@2.1.11
107027 silly linkStuff mime-types@2.1.11 has /home/francesco/blog/node_modules as its parent node_modules
107028 verbose linkBins mime-types@2.1.11
107029 verbose linkMans mime-types@2.1.11
107030 silly build form-data@1.0.0-rc4
107031 info linkStuff form-data@1.0.0-rc4
107032 silly linkStuff form-data@1.0.0-rc4 has /home/francesco/blog/node_modules as its parent node_modules
107033 verbose linkBins form-data@1.0.0-rc4
107034 verbose linkMans form-data@1.0.0-rc4
107035 silly build minimalistic-assert@1.0.0
107036 info linkStuff minimalistic-assert@1.0.0
107037 silly linkStuff minimalistic-assert@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107038 verbose linkBins minimalistic-assert@1.0.0
107039 verbose linkMans minimalistic-assert@1.0.0
107040 silly build des.js@1.0.0
107041 info linkStuff des.js@1.0.0
107042 silly linkStuff des.js@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107043 verbose linkBins des.js@1.0.0
107044 verbose linkMans des.js@1.0.0
107045 silly build browserify-des@1.0.0
107046 info linkStuff browserify-des@1.0.0
107047 silly linkStuff browserify-des@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107048 verbose linkBins browserify-des@1.0.0
107049 verbose linkMans browserify-des@1.0.0
107050 silly build asn1.js@4.6.2
107051 info linkStuff asn1.js@4.6.2
107052 silly linkStuff asn1.js@4.6.2 has /home/francesco/blog/node_modules as its parent node_modules
107053 verbose linkBins asn1.js@4.6.2
107054 verbose linkMans asn1.js@4.6.2
107055 silly build minimatch@3.0.0
107056 info linkStuff minimatch@3.0.0
107057 silly linkStuff minimatch@3.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107058 verbose linkBins minimatch@3.0.0
107059 verbose linkMans minimatch@3.0.0
107060 silly build minimist@1.2.0
107061 info linkStuff minimist@1.2.0
107062 silly linkStuff minimist@1.2.0 has /home/francesco/blog/node_modules as its parent node_modules
107063 verbose linkBins minimist@1.2.0
107064 verbose linkMans minimist@1.2.0
107065 silly build minimist@0.0.8
107066 info linkStuff minimist@0.0.8
107067 silly linkStuff minimist@0.0.8 has /home/francesco/blog/node_modules/mkdirp/node_modules as its parent node_modules
107068 verbose linkBins minimist@0.0.8
107069 verbose linkMans minimist@0.0.8
107070 silly build mkdirp@0.5.1
107071 info linkStuff mkdirp@0.5.1
107072 silly linkStuff mkdirp@0.5.1 has /home/francesco/blog/node_modules as its parent node_modules
107073 verbose linkBins mkdirp@0.5.1
107074 verbose link bins [ { mkdirp: 'bin/cmd.js' },
107074 verbose link bins   '/home/francesco/blog/node_modules/.bin',
107074 verbose link bins   false ]
107075 verbose linkMans mkdirp@0.5.1
107076 silly gentlyRm /home/francesco/blog/node_modules/.bin/mkdirp is being purged
107077 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/mkdirp
107078 silly build modify-filename@1.1.0
107079 info linkStuff modify-filename@1.1.0
107080 silly linkStuff modify-filename@1.1.0 has /home/francesco/blog/node_modules as its parent node_modules
107081 verbose linkBins modify-filename@1.1.0
107082 verbose linkMans modify-filename@1.1.0
107083 silly build ms@0.7.1
107084 info linkStuff ms@0.7.1
107085 silly linkStuff ms@0.7.1 has /home/francesco/blog/node_modules as its parent node_modules
107086 verbose linkBins ms@0.7.1
107087 verbose linkMans ms@0.7.1
107088 silly build debug@2.2.0
107089 info linkStuff debug@2.2.0
107090 silly linkStuff debug@2.2.0 has /home/francesco/blog/node_modules as its parent node_modules
107091 verbose linkBins debug@2.2.0
107092 verbose linkMans debug@2.2.0
107093 silly build array-index@1.0.0
107094 info linkStuff array-index@1.0.0
107095 silly linkStuff array-index@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107096 verbose linkBins array-index@1.0.0
107097 verbose linkMans array-index@1.0.0
107098 silly build nan@2.3.5
107099 info linkStuff nan@2.3.5
107100 silly linkStuff nan@2.3.5 has /home/francesco/blog/node_modules as its parent node_modules
107101 verbose linkBins nan@2.3.5
107102 verbose linkMans nan@2.3.5
107103 silly build negotiator@0.5.3
107104 info linkStuff negotiator@0.5.3
107105 silly linkStuff negotiator@0.5.3 has /home/francesco/blog/node_modules as its parent node_modules
107106 verbose linkBins negotiator@0.5.3
107107 verbose linkMans negotiator@0.5.3
107108 silly build accepts@1.2.13
107109 info linkStuff accepts@1.2.13
107110 silly linkStuff accepts@1.2.13 has /home/francesco/blog/node_modules as its parent node_modules
107111 verbose linkBins accepts@1.2.13
107112 verbose linkMans accepts@1.2.13
107113 silly build next-tick@0.2.2
107114 info linkStuff next-tick@0.2.2
107115 silly linkStuff next-tick@0.2.2 has /home/francesco/blog/node_modules as its parent node_modules
107116 verbose linkBins next-tick@0.2.2
107117 verbose linkMans next-tick@0.2.2
107118 silly build node-emoji@0.1.0
107119 info linkStuff node-emoji@0.1.0
107120 silly linkStuff node-emoji@0.1.0 has /home/francesco/blog/node_modules as its parent node_modules
107121 verbose linkBins node-emoji@0.1.0
107122 verbose linkMans node-emoji@0.1.0
107123 silly build minimatch@2.0.10
107124 info linkStuff minimatch@2.0.10
107125 silly linkStuff minimatch@2.0.10 has /home/francesco/blog/node_modules/node-gyp/node_modules/glob/node_modules as its parent node_modules
107126 verbose linkBins minimatch@2.0.10
107127 verbose linkMans minimatch@2.0.10
107128 silly build semver@5.1.0
107129 info linkStuff semver@5.1.0
107130 silly linkStuff semver@5.1.0 has /home/francesco/blog/node_modules/node-notifier/node_modules as its parent node_modules
107131 verbose linkBins semver@5.1.0
107132 verbose link bins [ { semver: './bin/semver' },
107132 verbose link bins   '/home/francesco/blog/node_modules/node-notifier/node_modules/.bin',
107132 verbose link bins   false ]
107133 verbose linkMans semver@5.1.0
107134 silly gentlyRm /home/francesco/blog/node_modules/node-notifier/node_modules/.bin/semver is being purged
107135 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/node-notifier/node_modules/.bin/semver
107136 silly build minimatch@3.0.0
107137 info linkStuff minimatch@3.0.0
107138 silly linkStuff minimatch@3.0.0 has /home/francesco/blog/node_modules/node-sass/node_modules/glob/node_modules as its parent node_modules
107139 verbose linkBins minimatch@3.0.0
107140 verbose linkMans minimatch@3.0.0
107141 silly build lodash@2.4.2
107142 info linkStuff lodash@2.4.2
107143 silly linkStuff lodash@2.4.2 has /home/francesco/blog/node_modules/node-sass/node_modules as its parent node_modules
107144 verbose linkBins lodash@2.4.2
107145 verbose linkMans lodash@2.4.2
107146 silly build node-uuid@1.4.7
107147 info linkStuff node-uuid@1.4.7
107148 silly linkStuff node-uuid@1.4.7 has /home/francesco/blog/node_modules as its parent node_modules
107149 verbose linkBins node-uuid@1.4.7
107150 verbose link bins [ { uuid: './bin/uuid' },
107150 verbose link bins   '/home/francesco/blog/node_modules/.bin',
107150 verbose link bins   false ]
107151 verbose linkMans node-uuid@1.4.7
107152 silly gentlyRm /home/francesco/blog/node_modules/.bin/uuid is being purged
107153 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/uuid
107154 silly build node.extend@1.1.5
107155 info linkStuff node.extend@1.1.5
107156 silly linkStuff node.extend@1.1.5 has /home/francesco/blog/node_modules as its parent node_modules
107157 verbose linkBins node.extend@1.1.5
107158 verbose linkMans node.extend@1.1.5
107159 silly build nopt@3.0.6
107160 info linkStuff nopt@3.0.6
107161 silly linkStuff nopt@3.0.6 has /home/francesco/blog/node_modules as its parent node_modules
107162 verbose linkBins nopt@3.0.6
107163 verbose link bins [ { nopt: './bin/nopt.js' },
107163 verbose link bins   '/home/francesco/blog/node_modules/.bin',
107163 verbose link bins   false ]
107164 verbose linkMans nopt@3.0.6
107165 silly gentlyRm /home/francesco/blog/node_modules/.bin/nopt is being purged
107166 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/nopt
107167 silly build normalize-path@2.0.1
107168 info linkStuff normalize-path@2.0.1
107169 silly linkStuff normalize-path@2.0.1 has /home/francesco/blog/node_modules as its parent node_modules
107170 verbose linkBins normalize-path@2.0.1
107171 verbose linkMans normalize-path@2.0.1
107172 silly build normalize-range@0.1.2
107173 info linkStuff normalize-range@0.1.2
107174 silly linkStuff normalize-range@0.1.2 has /home/francesco/blog/node_modules as its parent node_modules
107175 verbose linkBins normalize-range@0.1.2
107176 verbose linkMans normalize-range@0.1.2
107177 silly build object-assign@4.1.0
107178 info linkStuff object-assign@4.1.0
107179 silly linkStuff object-assign@4.1.0 has /home/francesco/blog/node_modules/normalize-url/node_modules as its parent node_modules
107180 verbose linkBins object-assign@4.1.0
107181 verbose linkMans object-assign@4.1.0
107182 silly build num2fraction@1.2.2
107183 info linkStuff num2fraction@1.2.2
107184 silly linkStuff num2fraction@1.2.2 has /home/francesco/blog/node_modules as its parent node_modules
107185 verbose linkBins num2fraction@1.2.2
107186 verbose linkMans num2fraction@1.2.2
107187 silly build number-is-nan@1.0.0
107188 info linkStuff number-is-nan@1.0.0
107189 silly linkStuff number-is-nan@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107190 verbose linkBins number-is-nan@1.0.0
107191 verbose linkMans number-is-nan@1.0.0
107192 silly build is-fullwidth-code-point@1.0.0
107193 info linkStuff is-fullwidth-code-point@1.0.0
107194 silly linkStuff is-fullwidth-code-point@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107195 verbose linkBins is-fullwidth-code-point@1.0.0
107196 verbose linkMans is-fullwidth-code-point@1.0.0
107197 silly build is-finite@1.0.1
107198 info linkStuff is-finite@1.0.1
107199 silly linkStuff is-finite@1.0.1 has /home/francesco/blog/node_modules as its parent node_modules
107200 verbose linkBins is-finite@1.0.1
107201 verbose linkMans is-finite@1.0.1
107202 silly build repeating@1.1.3
107203 info linkStuff repeating@1.1.3
107204 silly linkStuff repeating@1.1.3 has /home/francesco/blog/node_modules/detect-indent/node_modules as its parent node_modules
107205 verbose linkBins repeating@1.1.3
107206 verbose link bins [ { repeating: 'cli.js' },
107206 verbose link bins   '/home/francesco/blog/node_modules/detect-indent/node_modules/.bin',
107206 verbose link bins   false ]
107207 verbose linkMans repeating@1.1.3
107208 silly gentlyRm /home/francesco/blog/node_modules/detect-indent/node_modules/.bin/repeating is being purged
107209 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/detect-indent/node_modules/.bin/repeating
107210 silly build detect-indent@3.0.1
107211 info linkStuff detect-indent@3.0.1
107212 silly linkStuff detect-indent@3.0.1 has /home/francesco/blog/node_modules as its parent node_modules
107213 verbose linkBins detect-indent@3.0.1
107214 verbose link bins [ { 'detect-indent': 'cli.js' },
107214 verbose link bins   '/home/francesco/blog/node_modules/.bin',
107214 verbose link bins   false ]
107215 verbose linkMans detect-indent@3.0.1
107216 silly gentlyRm /home/francesco/blog/node_modules/.bin/detect-indent is being purged
107217 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/detect-indent
107218 silly build code-point-at@1.0.0
107219 info linkStuff code-point-at@1.0.0
107220 silly linkStuff code-point-at@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107221 verbose linkBins code-point-at@1.0.0
107222 verbose linkMans code-point-at@1.0.0
107223 silly build oauth-sign@0.8.2
107224 info linkStuff oauth-sign@0.8.2
107225 silly linkStuff oauth-sign@0.8.2 has /home/francesco/blog/node_modules as its parent node_modules
107226 verbose linkBins oauth-sign@0.8.2
107227 verbose linkMans oauth-sign@0.8.2
107228 silly build object-assign@3.0.0
107229 info linkStuff object-assign@3.0.0
107230 silly linkStuff object-assign@3.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107231 verbose linkBins object-assign@3.0.0
107232 verbose linkMans object-assign@3.0.0
107233 silly build object-component@0.0.3
107234 info linkStuff object-component@0.0.3
107235 silly linkStuff object-component@0.0.3 has /home/francesco/blog/node_modules as its parent node_modules
107236 verbose linkBins object-component@0.0.3
107237 verbose linkMans object-component@0.0.3
107238 silly build object-keys@1.0.9
107239 info linkStuff object-keys@1.0.9
107240 silly linkStuff object-keys@1.0.9 has /home/francesco/blog/node_modules as its parent node_modules
107241 verbose linkBins object-keys@1.0.9
107242 verbose linkMans object-keys@1.0.9
107243 silly build object-path@0.9.2
107244 info linkStuff object-path@0.9.2
107245 silly linkStuff object-path@0.9.2 has /home/francesco/blog/node_modules as its parent node_modules
107246 verbose linkBins object-path@0.9.2
107247 verbose linkMans object-path@0.9.2
107248 silly build object.omit@2.0.0
107249 info linkStuff object.omit@2.0.0
107250 silly linkStuff object.omit@2.0.0 has /home/francesco/blog/node_modules as its parent node_modules
107251 verbose linkBins object.omit@2.0.0
107252 verbose linkMans object.omit@2.0.0
107253 silly build on-finished@2.3.0
107254 info linkStuff on-finished@2.3.0
107255 silly linkStuff on-finished@2.3.0 has /home/francesco/blog/node_modules as its parent node_modules
107256 verbose linkBins on-finished@2.3.0
107257 verbose linkMans on-finished@2.3.0
107258 silly build onetime@1.1.0
107259 info linkStuff onetime@1.1.0
107260 silly linkStuff onetime@1.1.0 has /home/francesco/blog/node_modules as its parent node_modules
107261 verbose linkBins onetime@1.1.0
107262 verbose linkMans onetime@1.1.0
107263 silly build openurl@1.1.0
107264 info linkStuff openurl@1.1.0
107265 silly linkStuff openurl@1.1.0 has /home/francesco/blog/node_modules as its parent node_modules
107266 verbose linkBins openurl@1.1.0
107267 verbose linkMans openurl@1.1.0
107268 silly build object-assign@4.1.0
